基聲旁,後期韵部,上古前後演變,上古後期魯曹雅言,聲母,等,開合,韻母,聲調,反切,廣通中古拼音,南京官話拼音,字,略註
八,文,,bˤənh,並,一,合,魂,去,蒲悶,bùon,ben4,坌𣴞,
八,文,,bənh,並,三,合,文,去,扶問,büë̀n,fen4,坌秎,
八,文,,bənɣ,並,三,合,文,上,房吻,büë́n,fen4,扮蚡坌弅,
八,見(元1),,pʀˤɛnh,幫,二,開,山,去,脯幻,prä̀n,bang4,扮,
八,文,,pənɣ,幫,三,合,文,上,方吻,püë́n,fen3,扮粉黺,
八,文,,pən,幫,三,合,文,平,府文,püën,fen1,分扮,
八,文,,bənh,並,三,合,文,去,扶問,büë̀n,fen4,分,
八,文,,bən,並,三,合,文,平,符分,büën,fen2,鼢,
八,文,,bənɣ,並,三,合,文,上,房吻,büë́n,fen4,鼢,
八,文,,pʰʀən,滂,三,開,真B,平,普巾,phyn,pin1,砏,
八,文,,pʀən,幫,三,開,真B,平,府巾,pyn,bin1,砏份玢邠攽,
八,文,,pʰən,滂,三,合,文,平,府(撫)文,phüën,fen1,棻砏㞣氛芬紛𢁥𣬩衯𦐈雰,
八,文,,bən,並,三,合,文,平,符分,büën,fen2,棻㞣氛𣱦馚,
八,文,,bən,並,三,合,文,平,符分,büën,fen2,頒鳻肦,
八,元(元0),,pʀˤan,幫,二,開,刪,平,布還,pran,bang1,頒鳻肦,
八,文,,bʀən,並,三,開,真B,平,符巾,byn,pin2,貧𡧋,
八,元(元0),,pʀˤan,幫,二,開,刪,平,布還,pran,bang1,𠔯,
八,物,,pʀˤəth,幫,二,開,皆,去,博怪,prä̀i,bä4,扒,
八,物,,pʀˤət,幫,二,開,黠,入,博拔,prät,ba5,扒八𩡩朳玐釟,
八,月(月0),,pʀat,幫,三,開,薛B,入,方别,pyät,bie5,扒,
八,物,,pʰʀˤət,滂,二,開,黠,入,普八,phrät,pa5,𪗔𥐙,
八,物,,pʰʀˤət,滂,二,開,黠,入,普八,phrät,pa5,汃,
八,文,,pʀən,幫,三,開,真B,平,府巾,pyn,bin1,汃,西極方言
八,真(真0),,pʰønh,滂,三,開,真A,去,撫刃,phìn,pin4,𣎳𣎵,
八,皮(歌1),,pʰʀˤɛlh,滂,二,開,佳,去,匹卦,phrè,pä4,𣎳𣎵𣏟,
八,微,,mˤəl,明,一,合,灰,平,莫杯,muöi,mei2,塺,
八,歌(歌0),,mˤalh,明,一,合,戈,去,摸卧,muö̀,mo4,磨塺摩䃺,
八,歌(歌0),,mˤal,明,一,合,戈,平,莫婆,muö,mo2,摩𥂓磨𩞁𡡉魔䯢劘𦟟𦣆䭩,
八,歌(歌0),,mʀˤal,明,二,開,麻,平,莫霞,mra,ma2,𥂓麻犘𪓹𩔶痲㦄,
八,歌(歌0),,mˤalɣ,明,一,合,戈,上,亡果,muö́,mo3,麼𣋟懡,
八,皮(歌1),,xʀʷɛl,曉,三,合,支B,平,許爲,hüï,huei1,𪎮麾,
八,歌(歌0),,mʀal,明,三,開,支B,平,靡爲,myï,mi2,𦗕蘼糜縻㸏𪎕䊳𪎭醿,
八,皮(歌1),,mʀɛlɣ,明,三,開,支B,上,文彼,myḯ,mi3,𦗕蘼靡𨇻𪎓,
八,微,,mʀəl,明,三,開,脂B,平,武悲,myi,mei2,𦗕,
八,物,,pət,幫,三,合,物,入,分勿,püët,fu5,綍,
八,物,,pʰˤət,滂,一,合,沒,入,普沒,phuot,po5,馞䪬哱㛘,
八,物,,bˤət,並,一,合,沒,入,蒲沒,buot,bo5,誖馞悖孛勃渤𩣡𩱚餑𡋯郣浡𣭷𢠜㪍㶿桲挬脖𦸦鵓,
八,物,,bˤəth,並,一,合,灰,去,蒲昧,buö̀i,bei4,孛誖悖,
八,物,,pˤəth,幫,一,合,灰,去,補妹,puö̀i,bei4,誖,
,藥,,bʀˤøk,並,二,開,覺,入,蒲角,brök,bo5,𩣡,訓䮀
八,文,,mˤən,明,一,合,魂,平,莫奔,muon,men2,亹虋𤅣,
八,微,,məlɣ,明,三,合,微,上,無匪,müë́i,uei3,亹斖,
八,文,,xʀʷənh,曉,三,開,真B,去,許覲,hỳn,xin4,釁舋,衅釁同
八,文,,mənh,明,三,合,文,去,亡運,müë̀n,uen4,璺,
冖,印(真1),,mˤøŋ,明,四,開,先,平,莫賢,mien,miän2,瞑䏃,
冖,印(真1),,mˤøŋh,明,四,開,先,去,莫甸,mièn,miän4,瞑𩈹𥻩,
冖,耕,,mˤɛŋ,明,四,開,青,平,莫經,mieng,min2,瞑嫇冥榠鄍溟1䫤螟𧱴猽蓂1,
冖,耕,,mˤɛŋɣ,明,四,開,青,上,莫迥,miéng,min3,嫇溟2,嫇奵腼腆
冖,耕,,mʀˤɛŋ,明,二,開,耕,平,莫耕,mreng,men2,嫇,
冖,錫,,mˤɛk,明,四,開,錫,入,莫狄,miek,mi5,覭幎𧜀鼏羃冪冂蓂2𪒄䈿濗塓汨䖑,菥蓂疊韻
冖,耕,,mˤɛŋ,明,四,開,青,平,莫經,mieng,min2,覭暝,
冖,耕,,mˤɛŋh,明,四,開,青,去,莫定,mièng,min4,暝䒌,
冖,印(真1),,mˤøŋɣ,明,四,開,先,上,彌殄,mién,miän3,㨠,
冖,耕,,ʀˤɛŋ,來,四,開,青,平,郎丁,lieng,lin2,𤣘,
冖,錫,,pɛk,幫,三,開,昔,入,放(施)隻,piäk,bi5,冟,與糪同源，放切誤作施隻切
冖,耕,,mɛŋɣ,明,三,開,清,上,亡井,miä́ng,min3,慏,
冖,質,ek>øt,møt,明,三,開,質A,入,彌畢,mit,mi5,𧖅,
冖,職,,mˤək,明,一,開,德,入,莫北,mëk,mä5,𢄏,音譯字，羃之中古訛抄
几,微,,kʀəl,見,三,開,脂B,平,居夷,kyi,ji1,机飢肌虮,飢饑同源
几,微,,kʀəlɣ,見,三,開,脂B,上,居履,kyí,ji3,机几麂㞦䢳𤜝,
凵,業(葉1),,kʰɛp,溪,三,開,業,入,丘乏(之),khyöp,,抾,
凵,葉(葉0),,kʰap,溪,三,開,葉A,入,去涉,khiäp,qe5,怯,集韻去涉切
凵,業(葉1),,kʰɛp,溪,三,開,業,入,去劫,khyöp,qe5,怯㹤抾呿2胠2𠩂㾀,
凵,談(談0),,kʰʀʷamɣ,溪,三,合,凡,上,丘犯,khüö́m,kuang3,凵㧄,
凵,葉(葉0),,gˤap,匣,一,開,盍,入,胡臘,xap,ho5,㧁,
凵,緝,,kˤəp,見,一,開,合,入,古沓,köp,go5,㧁,
凵,緝,,kʰˤəp,溪,一,開,合,入,口荅,khöp,ko5,溘㧁𣩄厒,
凵,葉(葉0),,kʰˤaph,溪,一,開,泰,去,苦蓋,khàj,kä4,溘,
凵,葉(葉0),,kʰaph,溪,三,開,魚,去,丘(近)倨,khyò,qü4,㧁𩿟,
凵,葉(葉0),,hˤap,影,一,開,盍,入,安盍,qap,o5,𤸱鰪廅,
凵,緝,,hˤəp,影,一,開,合,入,烏合,qöp,o5,𤸱㔩𩇠搕,
凵,葉(葉0),,hˤaph,影,一,開,泰,去,於蓋,qàj,ä4,壒𣋞𣩱𢣏,
凵,緝,,hʀˤəp,影,二,開,洽,入,烏洽,qräp,ia5,圔,
凵,葉(葉0),,kʰˤap,溪,一,開,盍,入,苦盍,khap,ko5,磕,
凵,月(月0),ep>at,kʰˤat,溪,一,開,曷,入,苦曷,khat,ko5,磕,
凵,月(月0),,kʰˤath,溪,一,開,泰,去,苦蓋,khàj,kä4,磕𨜴礚,
凵,葉(葉0),,kˤap,見,一,開,盍,入,古盍,kap,go5,𧪞嗑蓋𨜴䫦䗘,
凵,葉(葉0),,gˤap,匣,一,開,盍,入,胡臘,xap,ho5,嗑蓋𧪞𨜴盍闔𨶩篕熆,
凵,月(月0),ep>at,kˤath,見,一,開,泰,去,古太,kàj,gä4,蓋葢,
凵,葉(葉0),,kˤap,見,一,開,盍,入,居盍,kap,go5,砝𪁍,
凵,業(葉1),,kɛp,見,三,開,業,入,居怯,kyöp,je5,砝𦀖劫蜐鉣䀷,
凵,葉(葉0),,hʀap,影,三,開,葉B,入,於輒,qyäp,ie5,𦀖,𦀖䌜同𢽱𣀳
凵,葉(葉0),,kʀap,見,三,開,葉B,入,居輒,kyäp,je5,𦀖,
凵,葉(葉0),,kʀˤap,見,二,開,狎,入,古狎,krap,ja5,𩌍,
凵,葉(葉0),,kʰˤap,溪,一,開,盍,入,苦盍,khap,ko5,榼𧛾㕎𨍰,
凵,談(談0),,kʰˤamɣ,溪,一,開,談,上,口敢,khám,kang3,䖔,
凵,談(談0),,xˤamh,曉,一,開,談,去,呼濫,hàm,hang4,䖔,
凵,緝,,xˤəp,曉,一,開,合,入,呼合,höp,ho5,𣣹,擬聲
凵,葉(葉0),,xˤap,曉,一,開,盍,入,呼盍,hap,ho5,𣣹,擬聲
凵,葉(葉0),,ɣʀap,云,三,開,葉B,入,筠輒,yäp,ie5,饁,
凵,談(談0),,ɣlamh,以,三,開,鹽A,去,以贍,jiä̀m,iän4,豔灩艷,豔省聲，會意，同𢴵
凵,葉(葉0),,kʷap,幫,三,合,乏,入,方乏,püöp,fa5,法灋,kʷ>p
凵,葉(葉0),,kʰʷap,滂,三,合,乏,入,孚法,phüöp,fa5,𥎰,kʰʷ>pʰ
𠙴,之,,kʰə,溪,三,開,之,平,丘之,khy,qi1,抾,與㪺同源?
𠙴,,,,溪,三,開,戈,平,丘伽,khyö,qe1,呿1㰦佉,佉中古音譯字無上古源。呿㰦，滯上古
𠙴,魚,,kʰah,溪,三,開,魚,去,丘(近)倨,khyò,,呿1㰦,
𠙴,魚,,kaɣ,見,三,開,魚,上,居許,kyó,jü3,弆,
𠙴,魚,,kʰaɣ,溪,三,開,魚,上,羌舉,khyó,qü3,去麮弆𧉧,
𠙴,魚,,kʰah,溪,三,開,魚,去,丘(近)倨,khyò,qü4,去麮胠1䒧,
𠙴,魚,,kʰa,溪,三,開,魚,平,去魚,khyo,qü1,䒧胠1𠙴𥬔袪阹魼㭕,
,葉(葉0),,xlˤap,透,一,開,盍,入,吐盍,thap,ta5,魼,訓鰈
刀,宵,,tʷˤø,端,一,開,豪,平,都牢,tau,dao1,刀魛忉舠朷,
刀,宵,,tʷˤøɣ,端,一,開,豪,上,都晧,táu,dao3,倒,
刀,宵,,tʷˤøh,端,一,開,豪,去,都導,tàu,dao4,倒到菿1,
,宵,,skø,精,三,開,宵A,平,即消,tsiäu,ziao1,𩾗,訓鷦
刀,宵,,tˤø,端,四,開,蕭,平,都聊,tieu,diao1,芀貂𠚥刁䂏蛁𩾗𦨣叼,𩾗鷯疊韻
刀,宵,,dˤø,定,四,開,蕭,平,徒聊,dieu,tiao2,芀迢髫苕岧𣬸,
刀,宵,,tʀˤø,知,二,開,肴,平,陟交,tcrau,zhao1,鳭,
刀,屋,,tʀˤɔk,知,二,開,覺,入,竹角,tcrök,zho5,菿2,
刀,幽,,tʰˤo,透,一,開,豪,平,土刀,thau,tao1,叨,
刀,宵,,tʰʀˤø,徹,二,開,肴,平,敕交,tchrau,chao1,䫸,
刀,幽,,dˤo,定,一,開,豪,平,徒刀,dau,tao2,鞀,
刀,宵,,dˤø,定,四,開,蕭,平,大(火許)幺,dieu,tiao2,䎄,玉篇大幺切，𣬸……或作䎄
刀,宵,,tøɣ,章,三,開,宵A,上,之少,tsjiä́u,zhao3,沼菬1䈃,
刀,宵,,tøh,章,三,開,宵A,去,之少,tsjiä́u,zhao3,𠧙照炤詔𨹸,
刀,宵,,døh,常,三,開,宵A,去,寔照,dzjiä̀u,shao4,𠧙邵召1劭𠣫䬰卲,
刀,宵,,dø,常,三,開,宵A,平,市昭,dzjiäu,shao2,佋𠧙韶㲈𦯐玿柖㸛𢑦(𢃳),
刀,宵,,døɣ,常,三,開,宵A,上,市沼,dzjiä́u,shao4,佋紹綤袑䙼,
刀,宵,,tʰø,昌,三,開,宵A,平,尺招,tsjhiäu,chao1,弨怊1,
刀,宵,,tʰøɣ,昌,三,開,宵A,上,尺沼,tsjhiä́u,chao3,弨眧,
刀,宵,,tʰʀø,徹,三,開,宵B,平,敕宵,tchyäu,chao1,超怊2欩𢁾𠰉䫿,
刀,宵,,dʀøh,澄,三,開,宵B,去,直照,dcyä̀u,zhao4,召2,
刀,宵,,sgø,從,三,開,宵A,平,昨焦,dziäu,ciao2,菬2,上字丞誤抄做才？
刀,宵,,dø,常,三,開,宵A,平,市昭,dzjiäu,shao2,軺,
刀,宵,,lø,以,三,開,宵A,平,餘昭,jiäu,iao2,軺,
刀,宵,,tø,章,三,開,宵A,平,止遙,tsjiäu,zhao1,昭鉊招釗𤿘(皽),
刀,皮,,,見,四,開,蕭,平,占(古)饒(堯),kieu,jao1,釗,占饒誤抄作古堯
刀,宵,,xʀˤø,曉,二,開,肴,平,許交,hrau,xao1,灱,會意，抑或以ʀ諧
力,職,,ʀˤək,來,一,開,德,入,盧則,lëk,lä5,朸仂勒肋扐艻𤨕玏泐㔹阞竻,
力,職,,ʀək,來,三,開,職,入,林直,lyk,li5,朸仂力屴鳨𠢠𣲒𡯄𧲡,崱屴疊韻
力,錫,,ʀɛkh,來,三,開,支A,去,力智,liï̀,li4,荔珕,薜荔疊韻與霹靂同源
力,錫,,ʀˤɛkh,來,四,開,齊,去,郎計,lièi,li4,荔珕栛𩘡䬅,䬅䬆同源
勹,覺,,pʀˤok,幫,二,開,覺,入,北角,prök,bo5,𥭖肑趵,
勹,幽,,pʀˤoh,幫,二,開,肴,去,北敎,pràu,bao4,豹䶂,
勹,覺,,bʀˤok,並,二,開,覺,入,蒲角,brök,bo5,𥭓瓝,
勹,覺,,pʀˤok,幫,二,開,覺,入,必(叉測)角,prök,bo5,𥭓,
勹,幽,,ʀˤøh,來,四,開,蕭,去,力弔,lièu,liao4,尥,尥掉配疊韻
勹,幽,,bʀˤo,並,二,開,肴,平,薄交,brau,pao2,尥,
勹,宵,,pø,幫,三,開,宵A,平,甫遙,piäu,biao1,杓,
勹,宵,,pʰø,滂,三,開,宵A,平,撫招,phiäu,piao1,杓,
勹,幽,,pˤo,幫,一,開,豪,平,博毛,pau,bao1,𨚔,
勹,幽,,pʰʀˤo,滂,二,開,肴,平,匹交,phrau,pao1,𨚔,
勹,幽,,pʰʀˤo,滂,二,開,肴,平,匹交,phrau,pao1,泡,
勹,幽,,bʀˤo,並,二,開,肴,平,薄交,brau,pao2,泡,
勹,幽,,pʰʀˤoh,滂,二,開,肴,去,匹皃,phràu,pao4,炮,
勹,幽,,bʀˤo,並,二,開,肴,平,薄交,brau,pao2,炮鉋庖咆匏炰狍㯡,
勹,幽,,bʀˤoh,並,二,開,肴,去,防敎,bràu,bao4,鉋靤,
勹,幽,,bʀˤo,並,二,開,肴,平,薄交,brau,pao2,瓟跑,
勹,覺,,bʀˤok,並,二,開,覺,入,蒲角,brök,bo5,瓟跑,
勹,幽,,bʀˤo,並,二,開,肴,平,薄交,brau,pao2,颮鞄,
勹,覺,,pʰʀˤok,滂,二,開,覺,入,匹角,phrök,po5,颮鞄,
勹,幽,,bʀˤoɣ,並,二,開,肴,上,薄巧,bráu,bao4,鞄鮑𡂟,
勹,覺,,bʀˤokh,並,二,開,肴,去,防敎,bràu,bao4,鞄,
勹,幽,,bʀˤoɣ,並,二,開,肴,上,薄巧,bráu,bao4,骲,
勹,覺,,bʀˤokh,並,二,開,肴,去,防敎,bràu,bao4,骲,
勹,屋,,pʰˤɔk,滂,一,開,屋,入,普木,phuk,pu5,骲,
勹,覺,,bʀˤok,並,二,開,覺,入,蒲角,brök,bo5,骲,
勹,幽,,pʰʀˤoh,滂,二,開,肴,去,匹皃,phràu,pao4,皰,
勹,幽,,bʀˤoh,並,二,開,肴,去,防敎,bràu,bao4,皰,
勹,覺,,bʀˤok,並,二,開,覺,入,蒲角,brök,bo5,雹䮀窇,
勹,幽,,pˤoɣ,幫,一,開,豪,上,博抱,páu,bao3,䎂,
勹,幽,,pʀˤoɣ,幫,二,開,肴,上,博巧,práu,bao3,飽,
勹,職,,pʰʀˤək,滂,二,開,麥,入,普麥,phrek,pä5,𢶉,
勹,幽,,bˤoɣ,並,一,開,豪,上,薄浩,báu,bao4,抱,
勹,幽,,pʰʀˤo,滂,二,開,肴,平,匹交,phrau,pao1,䍖,
勹,幽,,bo,並,三,開,尤,平,縛謀,byu,fu2,䍖,同罘罦
勹,幽,,pʰʀˤo,滂,二,開,肴,平,匹交,phrau,pao1,胞,
勹,幽,,pʀˤo,幫,二,開,肴,平,布交,prau,bao1,胞,
勹,幽,,bˤo,並,一,開,豪,平,薄襃,bau,pao2,袍袌軳,
勹,幽,,bˤoh,並,一,開,豪,去,薄報,bàu,bao4,袍勽菢,
勹,幽,,pʀˤo,幫,二,開,肴,平,布交,prau,bao1,枹包苞勹,
勹,幽,,bo,並,三,開,尤,平,縛謀,byu,fu2,枹𦰮(𢀼),
勹,侯,,bɔ,並,三,合,虞,平,防無,büo,fu2,枹玸鳧𦽏𣿆,
匕,脂,,pølɣ,幫,三,開,脂A,上,卑履,pí,bi3,疕匕朼,
匕,脂,,pʰʀølɣ,滂,三,開,脂B,上,匹鄙,phyí,pei3,疕,
匕,歌(歌0),,pʰalɣ,滂,三,開,支A,上,匹婢,phiḯ,pi3,疕庀,
匕,脂,,bølɣ,並,三,開,脂A,上,扶履,bí,bi4,牝,
匕,真(真0),,bønɣ,並,三,開,真A,上,毗忍,bín,bin4,牝,
十,業(葉1),,kˤɛph,見,四,開,齊,去,古詣,kièi,ji4,計,
十,業(葉1),,ɣˤɛp,匣,四,開,怗,入,胡頰,xiep,xe5,叶,
十,緝,,kləp,章,三,開,緝A,入,之入,tsjip,zhr5,汁,
十,侵,,kləm,章,三,開,侵A,平,職深,tsjim,zhen1,針,
十,侵,,kləmh,章,三,開,侵A,去,之任,tsjìm,zhen4,針,
十,緝,,kʰləp,昌,三,開,緝A,入,昌汁,tsjhip,chr5,卙,
十,緝,,gləp,常,三,開,緝A,入,是執,dzjip,shr5,十什,
十,葉(葉0),,tʀʷaph,知,三,合,祭B,去,陟衛,tcüèj,zhuei4,卂,會意？從十聲？
十,緝,,sxəp,心,三,開,緝A,入,先立,sip,si5,𧿎𧿅,從十聲
卜,屋,,pˤɔk,幫,一,開,屋,入,博木,puk,bu5,卜鳪,
卜,屋,,pʰˤɔk,滂,一,開,屋,入,普木,phuk,pu5,扑𪔿𪐙,
卜,屋,,pʰˤɔk,滂,一,開,屋,入,普木,phuk,pu5,攴,
卜,屋,,pʰʀˤɔk,滂,二,開,覺,入,匹角,phrök,po5,攴,
卜,屋,,pʰʀˤɔk,滂,二,開,覺,入,匹角,phrök,po5,朴攴圤𤆝㺪𧴤,
卜,職,,bˤək,並,一,開,德,入,蒲北,bëk,bä5,仆,
卜,屋,,pʰˤɔkh,滂,一,開,侯,去,匹候,phù,pou4,仆,
卜,職,,pʰəkh,滂,三,開,尤,去,敷救,phyù,fu4,仆,
卜,屋,,pʰɔkh,滂,三,合,虞,去,芳遇,phüò,fu4,仆,
卜,屋,,pʰɔkh,滂,三,合,虞,去,芳遇,phüò,fu4,赴訃䟔,
厂,元(元0),,xˤanɣ,曉,一,開,寒,上,呼旱,hán,hang3,厂,
厂,元(元0),,xˤanh,曉,一,開,寒,去,呼旰,hàn,hang4,厂,
厂,元(元0),,ŋˤanh,疑,一,開,寒,去,五旰,ngàn,ang4,喭㷳𡹼,
厂,元(元0),,ŋʀanh,疑,三,開,仙B,去,魚變,ngyä̀n,iän4,喭彥諺,
厂,月(月0),,ŋˤat,疑,一,開,曷,入,五割,ngat,o5,屵,
厂,見(元1),,ŋɛnɣ,疑,三,開,元,上,語偃,ngyón,iän3,屵,
厂,元(元0),,ŋʀˤan,疑,二,開,刪,平,五姦,ngran,iän2,顔顏楌㘖,㘖集韻牛姦切
厂,元(元0),,ŋʀˤanh,疑,二,開,刪,去,五晏,ngràn,iän4,鴈鳫雁贗偐,
厂,見(元1),,skʰʀʷˤɛnɣ,初,二,合,山,上,初綰,tschwä́n,chuang3,㦃䊲,
厂,見(元1),,sxʀˤɛnɣ,生,二,開,山,上,所簡,scrä́n,shang3,㦃䊲𩥮產簅摌㹌嵼滻,
厂,見(元1),,skʰʀˤɛnɣ,初,二,開,山,上,初限,tschrä́n,chang3,鏟㦃䐮,
厂,元(元0),,skʰʀˤanh,初,二,開,刪,去,初鴈,tschràn,chang4,鏟,
厂,元(元0),,xlˤan,透,一,開,寒,平,他干,than,tang1,㨏,
厂,元(元0),,xlˤanh,透,一,開,寒,去,他旦,thàn,tang4,炭湠𣁗㛶,
厂,元(元0),,ŋʀanɣ,疑,三,開,仙B,上,魚蹇,ngyä́n,iän3,齴遃嵃,
又,之,,kʰʷˤə,溪,一,合,灰,平,苦回,khuöi,kuei1,恢詼㷇盔,
又,之,,xʷˤə,曉,一,合,灰,平,呼恢,huöi,huei1,灰,
又,之,,kʷˤəh,見,一,合,灰,去,古對,kuö̀i,guei4,䈐,
又,之,,mˤə,明,一,合,灰,平,莫杯,muöi,mei2,脄,同脢
又,宵,,mˤøh,明,一,開,咍,去,莫代,mö̀i,mä4,脄,
又,幽,,xˤoɣ,曉,一,開,豪,上,呼晧,háu,hao3,𡚽,“又”變形爲“丑”
又,幽,,xˤoh,曉,一,開,豪,去,呼到,hàu,hao4,𡚽,
又,之,,ɣʀʷəɣ,云,三,合,脂B,上,榮美,üí,uei3,䵋洧鮪痏,
又,之,,kʷˤəh,見,一,合,灰,去,古對,kuö̀i,guei4,䵋,
又,之,,kˤəɣ,見,一,開,咍,上,古亥,kö́i,gä3,絠,
又,之,,xʷˤəɣ,曉,一,合,灰,上,呼罪,huö́i,huei3,蛕賄,
又,之,,ɣʷˤə,匣,一,合,灰,平,戸恢,xuöi,huei2,蛕烠,
又,之,,ɣʷˤəɣ,云,一,合,灰,上,于罪,uö́i,uei3,侑(倄),痛而叫，擬聲怪音
又,之,,xʷəh,曉,三,開,尤,去,許救,hyù,xou4,珛,
又,覺,,ɣok,云,三,開,屋,入,于六,yuk,ü5,囿哊,
又,覺,,ɣokh,云,三,開,尤,去,于救,yù,iou4,囿,
又,職,,hʷək,影,三,開,屋,入,於六,qyuk,ü5,栯郁戫,
又,之,,ɣʷəɣ,云,三,開,尤,上,云久,yú,iou3,䀁𥁓右栯有䳑友㕛䒴,
又,之,,ɣʷəh,云,三,開,尤,去,于救,yù,iou4,䀁𥁓右宥又佑祐酭𤴨姷䞥侑𦳩,
又,魚,,ŋah,疑,三,開,魚,去,牛倨,ngyò,ü4,馭,會意，又亦聲，馭御同 
又,之,,xˤəɣ,曉,一,開,咍,上,呼改,hö́i,hä3,醢,
又,之,,ɣʷˤə,匣,一,合,灰,平,戸恢,xuöi,huei2,蚘,
又,之,,ɣʷə,云,三,開,尤,平,羽求,yu,iou2,尤𣏞疣肬𪐤沋訧,
又,之,,ɣʷəh,云,三,開,尤,去,于救,yù,iou4,𩑣忧,
又,之,,kʷəɣ,見,三,開,尤,上,舉有,kyú,jou3,灸久玖𡚮𨾉,
又,之,,kʷəh,見,三,開,尤,去,居祐,kyù,jou4,灸㝌疚,
又,之,,ɣlʷəɣ,以,三,開,尤,上,與久,jyú,iou3,㝌㕗羑𦏇,
又,之,,gʷəh,群,三,開,尤,去,巨救,gyù,jou4,柩,
又,之,,kʷəh,見,三,開,尤,去,九(力)救,kyù,jou4,畂,玉篇力救
又,之,,kʷəh,見,三,開,尤,去,九(力)救,kyù,jou4,㙀,玉篇力救
又,侯,,hˤɔh,影,一,開,侯,去,烏候,qù,ou4,𠹝,
又,幽,,kʰˤo,溪,一,開,豪,平,苦刀,khau,kao1,尻,
又,幽,,ɣʀˤo,匣,二,開,肴,平,胡茅,xrau,xao2,虓猇,
又,幽,,xʀˤo,曉,二,開,肴,平,許交,hrau,xao1,虓猇,
又,幽,,ko,見,三,開,尤,平,居求,kyu,jou1,鳩勼,䳫鳩屈折？
又,幽,,koɣ,見,三,開,尤,上,舉有,kyú,jou3,九,
又,幽,,koh,見,三,開,尤,去,居祐,kyù,jou4,究,
又,覺,,kok,見,三,開,屋,入,居六,kyuk,jü5,𨸰㘲𩬜𣐊𧿻泦,𧿻足腳同源
又,幽,,kʰˤo,溪,一,開,豪,平,苦刀,khau,kao1,訄,
又,幽,,kʰo,溪,三,開,尤,平,去鳩,khyu,qou1,訄,
又,幽,,go,群,三,開,尤,平,巨鳩,gyu,qou2,訄,
又,幽,,kʀʷoɣ,見,三,合,脂B,上,居洧,küí,guei3,軌𣷾宄匭氿𧗝㔲𠥗朹,𠥗簋朹㔲同
又,幽,,go,群,三,開,尤,平,巨鳩,gyu,qou2,朹仇叴厹艽鼽㭝䊵䜪扏犰訅釚肍𦬖,
又,幽,,go,群,三,開,尤,平,巨鳩,gyu,qou2,馗頄艽,
又,之,,gʀʷə,群,三,合,脂B,平,渠追,güi,kuei2,馗頄艽,
又,屋,,xɔk,曉,三,開,燭,入,許玉,hyok,xü5,旭,
廴,見(元1),,xlˤɛn,透,四,開,先,平,他前,thien,tiän1,𦧝,
廴,真(真0),,ɣlønɣ,以,三,開,真A,上,余忍,jín,in3,廴,廴引同
廴,元(元0),,ɣlˤan,定,一,開,寒,平,徒干,dan,tang2,唌,
廴,元(元0),,ɣlˤanɣ,定,一,開,寒,上,徒旱,dán,dang4,蜑誕䩥,
廴,元(元0),,sɣan,邪,三,開,仙A,平,夕連,ziän,siän2,涎,
廴,元(元0),,ɣlanh,以,三,開,仙A,去,予(于)線,jiä̀n,iän4,延莚狿涎,蔓莚獌狿誤作疊韻
廴,元(元0),,ɣlan,以,三,開,仙A,平,以然,jiän,iän2,䘰埏延莚筵狿郔綖蜒䀽𢌨,
廴,元(元0),,xlan,書,三,開,仙A,平,式連,sjiän,shang1,脠䘰埏挻鯅,
廴,元(元0),,tʰʀan,徹,三,開,仙B,平,丑延,tchyän,chang1,脠㢟梴,
廴,元(元0),,tʰʀanɣ,徹,三,開,仙B,上,丑善,tchyä́n,chang3,㢟,
廴,元(元0),,kʰlanh,昌,三,開,仙A,去,昌戰,tsjhiä̀n,chang4,硟,
廴,元(元0),,sxan,心,三,開,仙A,平,相然,siän,siän1,硟,
廴,元(元0),,skʰʷanh,清,三,合,仙A,去,七絹,tshvä̀n,cüän4,𥆊,
廴,元(元0),,glan,常,三,開,仙A,平,市連,dzjiän,chang2,鋋,
廴,元(元0),,ɣlan,以,三,開,仙A,平,以然,jiän,iän2,鋋,
𠂆,真(真0),,xlˤøn,透,四,開,先,平,他前,thien,tiän1,䒶,
𠂆,質,,xlˤøth,透,四,開,齊,去,他計,thièi,ti4,𡲕,
𠂆,脂,,ɣlølh,以,三,開,脂A,去,羊至,jì,i4,㡼,
𠂆,月(月0),,ɣlath,以,三,開,祭A,去,餘制,jièj,i4,𢘽曳𤤺洩𤵺䎈䄿𪀕䇩㹭,
𠂆,月(月0),,tʰʀath,徹,三,開,祭B,去,丑例,tchyèj,chr4,𢘽,
𠂆,月(月0),,ɣlath,以,三,開,祭A,去,餘制,jièj,i4,𠂆,
𠂆,支,,xˤøl,曉,四,開,齊,平,呼雞,hiei,xi1,㡗,
𠂆,支,,xlˤøl,透,四,開,齊,平,土雞,thiei,ti1,謕䖙鷈𠥸㔸𩤽,
𠂆,支,,ɣlˤøl,定,四,開,齊,平,杜奚,diei,ti2,謕䖙鼶㡗嗁蹏𥉘𨪉,
𠂆,支,,sxɛl,心,三,開,支A,平,息移,siï,sy1,謕鼶㾷虒榹㴲磃䫢禠,
𠂆,支,,sxˤøl,心,四,開,齊,平,先稽,siei,si1,㾷,
𠂆,支,,tʰʀɛlɣ,徹,三,開,支B,上,敕豸,tchyḯ,chr3,褫,
